PROGRAMA,CONVENIO,CONVOCATORIA,ANIO,ID BENEFICIO,CC TI BENEFICIARIO,NOMBRES,APELLIDOS,EMAIL,CODIGO DEPARTAMENTO,DEPARTAMENTO DE RESIDENCIA,CODIGO DEL MUNICIPIO,CIUDAD DE RESIDENCIA,ESTRATO,GENERO,NIVEL DE PROGRAMA,TIPO INSTITUCION,CODIGO DEPARTAMENTO IE,DEPARTAMENTO IE,CODIGO CIUDAD IE,CIUDAD IE,NOMBRE IE,CODIGO IE,PROGRAMA ACADEMICO,TIPO PROGRAMA,MONTO_COMPROMETIDO,NATURALEZA INSTITUCION,MODALIDAD PROGRAMA,ESTADO,OBSERVACIONES,META,FECHA ACTUALIZACION,CODIGO MUNICIPIO RESIDENCIA,CODIGO MUNICIPIO IE,FECHA_VIGENCIA
,FONDO 534,2012-2,2012,,,,,,8,ATLANTICO,8001,BARRANQUILLA,5,M,MAESTRIA,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION UNIVERSIDAD DEL NORTE,1713,MAESTRIA EN GOBIERNO DE TECNOLOGIA INFORMATICA,TI,"32751506,87",S_I,PRESENCIAL,ACTIVO,ESTUDIO PLAN DE AMORTIZACION,10400,31/12/2012,8001,0,31/12/2012
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Colegio Sagrado,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Colegio Sagrado,10400,31/12/2014,8001,0,31/12/2014
,FONDO 426,2016-1,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,6,M,TECNICO INFORMAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,CERTIFIED BIG DATA ARCHITECT,TI,5756720,S_I,PRESENCIAL,ACTIVO,EN PROCESO DE FORMACION Y/O CERTIFICACION,10400,31/12/2016,8001,11001,31/12/2016
,FONDO 432,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,F,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,ZAITA S.A.S,900537986-7,ITIL FOUNDATION V3 - 2011,TI,1120000,S_I,PRESENCIAL,ACTIVO,CONDONADO CON RESOLUSI�N,10400,31/12/2014,8001,0,31/12/2014
,FONDO 432,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,F,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,ZAITA S.A.S,900537986-7,ITIL FOUNDATION V3 - 2011,TI,1120000,S_I,PRESENCIAL,ACTIVO,CONDONADO CON RESOLUSI�N,10400,31/12/2014,8001,0,31/12/2014
,FONDO 1047,2013-1,2013,,,,,,8,ATLANTICO,8001,BARRANQUILLA,4,F,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,Software Ingeneering on time S.A.S. (SEONTI),900432652-0,PSP FUNDAMENTALS TRAINING Y PSP ADVANCED TRAINING MAS EXAMEN,TI,"8655607,8",S_I,PRESENCIAL,ACTIVO,,10400,31/12/2013,8001,0,31/12/2013
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,IE Formacion Integral,10400,31/12/2014,8001,0,31/12/2014
,FONDO 426,2017-2,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,4,M,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,COLEGIO DE ESTUDIOS SUPERIORES DE ADMINISTRACION-CESA-,2704,DIPLOMADO EN ALTA DIRECCION DE EMPRESAS,TI,3440000,S_I,PRESENCIAL,ACTIVO,En proceso de estudio,7500,31/12/2017,8001,0,31/12/2017
,FONDO 426,2017-2,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,4,M,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,COLEGIO DE ESTUDIOS SUPERIORES DE ADMINISTRACION-CESA-,2704,DIPLOMADO EN ALTA DIRECCION DE EMPRESAS,TI,3440000,S_I,PRESENCIAL,ACTIVO,En proceso de estudio,7500,31/12/2017,8001,0,31/12/2017
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,1,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INST. TEC. DIST. CRUZADA SOCIAL,7500,31/12/2017,8001,11001,31/12/2017
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,1,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INST. TEC. DIST. CRUZADA SOCIAL,7500,31/12/2017,8001,11001,31/12/2017
,FONDO 432,2015-1,2015,,,,,,8,ATLANTICO,8078,BARANOA,3,M,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,Software Ingeneering on time S.A.S. (SEONTI),900432652-0,SCRUM MASTER CERTIFIED (ESMC),TI,1150000,S_I,PRESENCIAL,ACTIVO,EN PROCESO DE FORMACION Y/O CERTIFICACION,10400,31/12/2015,8078,0,31/12/2015
,FONDO 432,2015-1,2015,,,,,,8,ATLANTICO,8078,BARANOA,3,M,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,Software Ingeneering on time S.A.S. (SEONTI),900432652-0,SCRUM MASTER CERTIFIED (ESMC),TI,1150000,S_I,PRESENCIAL,ACTIVO,EN PROCESO DE FORMACION Y/O CERTIFICACION,10400,31/12/2015,8078,0,31/12/2015
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8758,SOLEDAD,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Manuela Beltran,10400,31/12/2014,8758,0,31/12/2014
,FONDO 432,2015-1,2015,,,,,,8,ATLANTICO,8001,BARRANQUILLA,5,M,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,BD GUIDANCE SAS,900068170-1,WORKSHOP DE CERTIFICACION EN NEGOCIACION EN LA INDUSTRIA DE TECNOLOGIAS DE INFORMACION,TI,5000000,S_I,PRESENCIAL,ACTIVO,EN PROCESO DE FORMACION Y/O CERTIFICACION,10400,31/12/2015,8001,0,31/12/2015
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INST. EDUC. RODOLFO LLINAS RIASCOS (ANT. CEB # 036),10400,31/12/2016,8001,11001,31/12/2016
,CONTRATO 666 DE 2015,2016-1,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,4,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INST. EDUC. DIST. LAS AMERICAS (ANT. C.C.E.B. # 202),10400,31/12/2016,8001,11001,31/12/2016
,FONDO 432,2015-1,2015,,,,,,8,ATLANTICO,8001,BARRANQUILLA,1,M,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,Software Ingeneering on time S.A.S. (SEONTI),900432652-0,SCRUM PRODUCT OWNER,TI,1350000,S_I,PRESENCIAL,ACTIVO,CONDONADO CON RESOLUSI�N,10400,31/12/2015,8001,0,31/12/2015
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INST. EDUC. DIST. MIGUEL ANGEL BUILES,10400,31/12/2016,8001,11001,31/12/2016
,FONDO 432,2015-1,2015,,,,,,8,ATLANTICO,8758,SOLEDAD,3,F,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,Software Ingeneering on time S.A.S. (SEONTI),900432652-0,SCRUM MASTER CERTIFIED (ESMC),TI,1150000,S_I,PRESENCIAL,ACTIVO,EN PROCESO DE FORMACION Y/O CERTIFICACION,10400,31/12/2015,8758,0,31/12/2015
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8573,PUERTO COLOMBIA,1,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA COMERCIAL FRANCISCO JAVIER CISNEROS,7500,31/12/2017,8573,11001,31/12/2017
,FONDO 426,2016-1,2016,,,,,,8,ATLANTICO,8758,SOLEDAD,2,M,TECNICO INFORMAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,INGENIERIA DE REQUISITOS,TI,1965600,S_I,PRESENCIAL,ACTIVO,,10400,31/12/2016,8758,11001,31/12/2016
,CONTRATO 666 DE 2015,2017-1,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,1,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,COLEGIO EDUCATIVO CRISTIANO ROSA DE SARON,7500,31/12/2017,8001,11001,31/12/2017
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,IE Sofia Camargo De Lleras,10400,31/12/2014,8001,0,31/12/2014
,FONDO 930,2018-1,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,UNIVERSITARIO,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,UNIVERSIDAD SIMON BOLIVAR,2805,INGENIERIA DE SISTEMAS,TI,"34419028,48",S_I,PRESENCIAL,ACTIVO,,7500,31/12/2017,8001,0,31/12/2017
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,CE Integral El Saber,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,CE Integral El Saber,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,CE Integral El Saber,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,IE Ni�o Jesus,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8758,SOLEDAD,1,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA DE SOLEDAD - INOBASOL,7500,31/12/2017,8758,11001,31/12/2017
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8758,SOLEDAD,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,IE El Politecnico,10400,31/12/2014,8758,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8758,SOLEDAD,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,IE El Politecnico,10400,31/12/2014,8758,0,31/12/2014
,FONDO 426,2017-2,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,1,F,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,COLEGIO DE ESTUDIOS SUPERIORES DE ADMINISTRACION-CESA-,2704,DIPLOMADO EN ALTA DIRECCION DE EMPRESAS,TI,3440000,S_I,PRESENCIAL,ACTIVO,En proceso de estudio,7500,31/12/2017,8001,0,31/12/2017
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8573,PUERTO COLOMBIA,3,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUTO PARA EL DESARROLLO DEL POTENCIAL HUMANO,7500,31/12/2017,8573,11001,31/12/2017
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8758,SOLEDAD,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,IE Tecnica Agropecuaria Antonio Nari�o De Paluato,10400,31/12/2014,8758,0,31/12/2014
,CONTRATO 666 DE 2015,2017-1,2017,,,,,,8,ATLANTICO,8638,SABANALARGA,1,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA TECNICO COMERCIAL DE SABANALARGA,7500,31/12/2017,8638,11001,31/12/2017
,ALIANZA 665,2016-2,2016,,,,,,8,ATLANTICO,8758,SOLEDAD,2,M,UNIVERSITARIO,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,UNIVERSIDAD SIMON BOLIVAR,2805,INGENIERIA DE SISTEMAS,TI,"18832493,32",S_I,PRESENCIAL,ACTIVO,En proceso de estudio,10400,31/12/2016,8758,0,31/12/2016
,FONDO 534,2014-1,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,1,F,TECNOLOGIA,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,CORPORACION UNIVERSIDAD DE LA COSTA CUC,2810,TECNOLOGIA EN DESARROLLO DE SOFTWARE Y REDES TELEMATICAS,TI,"5017035,24",S_I,PRESENCIAL,ACTIVO,RENOVACION IES,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 666 DE 2015,2016-2,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INST. CULTURAL LAS MALVINAS (ANT. C.E.B #175),10400,31/12/2016,8001,11001,31/12/2016
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,CE Jaipris,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 666 DE 2015,2016-1,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,COLEGIO ADVENTISTA DEL ATLANTICO  MAX TRUMMER,10400,31/12/2016,8001,11001,31/12/2016
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8573,PUERTO COLOMBIA,1,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,COLEGIO ALTAMIRA,7500,31/12/2017,8573,11001,31/12/2017
,CONTRATO 666 DE 2015,2016-1,2016,,,,,,8,ATLANTICO,8758,SOLEDAD,1,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA INEM MIGUEL ANTONIO CARO,10400,31/12/2016,8758,11001,31/12/2016
,ALIANZA 665,2016-2,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,M,UNIVERSITARIO,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,UNIVERSIDAD SIMON BOLIVAR,2805,INGENIERIA DE SISTEMAS,TI,21228966,S_I,PRESENCIAL,ACTIVO,En proceso de estudio,10400,31/12/2016,8001,0,31/12/2016
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,IED Castillo De La Alboraya,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,IED Castillo De La Alboraya,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,1,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA DISTRITAL CIUDADELA ESTUDIANTIL,7500,31/12/2017,8001,11001,31/12/2017
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Colegio San Jose,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Colegio San Jose,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Colegio San Jose,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Colegio San Jose,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Colegio San Jose,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Colegio San Jose,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Colegio San Jose,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,Colegio San Jose,10400,31/12/2014,8001,0,31/12/2014
,CONTRATO 560 DE 2014,2014-2,2014,,,,,,8,ATLANTICO,8770,SUAN,2,F,VOCACIONAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,FUNDACION ALBERTO MERANI,800.055.691-8,HACIATI,OTROS,"155641,82",S_I,VIRTUAL,ACTIVO,IED Jose Marti,10400,31/12/2014,8770,0,31/12/2014
,FONDO 432,2014-2,2014,,,,,,8,ATLANTICO,8001,BARRANQUILLA,6,F,TECNICO INFORMAL,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,Global Knowledge,830107741-1,PROJECT MANAGEMENT PROFESSIONAL (PMP) - ENFASIS: INFORMATION TECHNOLOGY,TI,3227700,S_I,PRESENCIAL,ACTIVO,EN PROCESO DE FORMACION Y/O CERTIFICACION,10400,31/12/2014,8001,0,31/12/2014
,ALIANZA 665,2016-2,2016,,,,,,8,ATLANTICO,8001,BARRANQUILLA,3,M,UNIVERSITARIO,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,UNIVERSIDAD AUTONOMA DEL CARIBE,1804,INGENIERIA DE SISTEMAS,TI,"43511013,55",S_I,PRESENCIAL,ACTIVO,En proceso de estudio,10400,31/12/2016,8001,0,31/12/2016
,CONTRATO 666 DE 2015,2016-1,2016,,,,,,8,ATLANTICO,8685,SANTO TOMAS,3,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA TECNICA AGROINDUSTRIAL ORIENTAL,10400,31/12/2016,8685,11001,31/12/2016
,CONTRATO 666 DE 2015,2016-1,2016,,,,,,8,ATLANTICO,8685,SANTO TOMAS,3,F,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,INSTITUCION EDUCATIVA TECNICA AGROINDUSTRIAL ORIENTAL,10400,31/12/2016,8685,11001,31/12/2016
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8433,MALAMBO,1,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,COLEGIO MIXTO EL CONCORDE,7500,31/12/2017,8433,11001,31/12/2017
,ALIANZA 665,2016-1,2016,,,,,,8,ATLANTICO,8758,SOLEDAD,2,M,UNIVERSITARIO,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,CORPORACION UNIVERSIDAD DE LA COSTA CUC,2810,INGENIERIA DE SISTEMAS,TI,14915610,S_I,PRESENCIAL,ACTIVO,En proceso de estudio,10400,31/12/2016,8758,0,31/12/2016
,CONTRATO 666 DE 2015,2017-2,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,2,M,VOCACIONAL,S_I,11,BOGOTA,11001,"BOGOTA, D.C.",PUNTO VIVE DIGITAL SUR BRITALIA,0,HACIATI,OTROS,"139002,2",S_I,VIRTUAL,ACTIVO,COLEGIO MIXTO ALFA,7500,31/12/2017,8001,11001,31/12/2017
,ALIANZA 665,2017-1,2017,,,,,,8,ATLANTICO,8001,BARRANQUILLA,1,M,TECNOLOGIA,S_I,0,PENDIENTE CLASIFICAR,0,PENDIENTE CLASIFICAR,CORPORACION UNIVERSITARIA EMPRESARIAL DE SALAMANCA,2836,TECNOLOGIA EN DESARROLLO DE SOFTWARE,TI,"5683264,71",S_I,PRESENCIAL,ACTIVO,,7500,31/12/2017,8001,0,31/12/2017
